cgPlaId,cgHdId,startDtEarly,startDtLate,endDtEarly,endDtLate,phenYear,phenNote
1,2013000646,"2013-07-24 00:00:00","2013-07-24 00:00:00","2013-08-09 00:00:00","2013-08-09 00:00:00",2013,
4,2013000644,"2013-07-17 00:00:00","2013-07-17 00:00:00","2013-07-26 00:00:00","2013-07-26 00:00:00",2013,
4,2013000645,"2013-07-16 00:00:00","2013-07-16 00:00:00","2013-07-26 00:00:00","2013-07-26 00:00:00",2013,
12,2013000643,"2013-07-18 00:00:00","2013-07-18 00:00:00","2013-07-26 00:00:00","2013-07-26 00:00:00",2013,
25,2013000955,"2013-07-18 00:00:00","2013-07-18 00:00:00","2013-08-01 00:00:00","2013-08-01 00:00:00",2013,
28,2013000954,"2013-07-23 00:00:00","2013-07-23 00:00:00","2013-08-05 00:00:00","2013-08-05 00:00:00",2013,
30,2013000949,"2013-07-14 00:00:00","2013-07-14 00:00:00","2013-07-31 00:00:00","2013-07-31 00:00:00",2013,
30,2013000950,"2013-07-13 00:00:00","2013-07-13 00:00:00","2013-07-27 00:00:00","2013-07-27 00:00:00",2013,
30,2013000951,"2013-07-23 00:00:00","2013-07-23 00:00:00","2013-08-10 00:00:00","2013-08-10 00:00:00",2013,
30,2013000952,"2013-07-16 00:00:00","2013-07-16 00:00:00","2013-07-28 00:00:00","2013-07-28 00:00:00",2013,
30,2013000953,"2013-07-09 00:00:00","2013-07-09 00:00:00","2013-07-24 00:00:00","2013-07-24 00:00:00",2013,
31,2013000947,"2013-07-18 00:00:00","2013-07-18 00:00:00","2013-07-26 00:00:00","2013-07-26 00:00:00",2013,
31,2013000948,"2013-07-18 00:00:00","2013-07-18 00:00:00","2013-07-25 00:00:00","2013-07-25 00:00:00",2013,
33,2013000946,"2013-07-17 00:00:00","2013-07-17 00:00:00","2013-07-28 00:00:00","2013-07-28 00:00:00",2013,
34,2013000945,"2013-07-19 00:00:00","2013-07-19 00:00:00","2013-08-03 00:00:00","2013-08-03 00:00:00",2013,
38,2013000944,"2013-07-21 00:00:00","2013-07-21 00:00:00","2013-08-11 00:00:00","2013-08-11 00:00:00",2013,
51,2013000997,"2013-07-31 00:00:00","2013-07-31 00:00:00","2013-08-14 00:00:00","2013-08-14 00:00:00",2013,
51,2013000998,"2013-07-31 00:00:00","2013-07-31 00:00:00","2013-08-17 00:00:00","2013-08-17 00:00:00",2013,
51,2013000999,"2013-08-03 00:00:00","2013-08-03 00:00:00","2013-08-19 00:00:00","2013-08-19 00:00:00",2013,
52,2013000995,"2013-07-22 00:00:00","2013-07-22 00:00:00","2013-08-03 00:00:00","2013-08-03 00:00:00",2013,
52,2013000996,"2013-07-27 00:00:00","2013-07-27 00:00:00","2013-08-06 00:00:00","2013-08-06 00:00:00",2013,
59,2013000992,"2013-07-22 00:00:00","2013-07-22 00:00:00","2013-08-05 00:00:00","2013-08-05 00:00:00",2013,
59,2013000993,"2013-07-21 00:00:00","2013-07-21 00:00:00","2013-08-07 00:00:00","2013-08-07 00:00:00",2013,
59,2013000994,"2013-07-31 00:00:00","2013-07-31 00:00:00","2013-08-15 00:00:00","2013-08-15 00:00:00",2013,
63,2013000991,"2013-07-22 00:00:00","2013-07-22 00:00:00","2013-08-07 00:00:00","2013-08-07 00:00:00",2013,
75,2013000988,"2013-07-18 00:00:00","2013-07-18 00:00:00","2013-08-05 00:00:00","2013-08-05 00:00:00",2013,
75,2013000989,"2013-07-19 00:00:00","2013-07-19 00:00:00","2013-08-01 00:00:00","2013-08-01 00:00:00",2013,
75,2013000990,"2013-07-20 00:00:00","2013-07-20 00:00:00","2013-08-05 00:00:00","2013-08-05 00:00:00",2013,
77,2013001203,"2013-07-17 00:00:00","2013-07-17 00:00:00","2013-07-31 00:00:00","2013-07-31 00:00:00",2013,
81,2013001202,"2013-07-18 00:00:00","2013-07-18 00:00:00","2013-08-01 00:00:00","2013-08-01 00:00:00",2013,
88,2013001201,"2013-07-22 00:00:00","2013-07-22 00:00:00","2013-08-01 00:00:00","2013-08-01 00:00:00",2013,
103,2013001420,"2013-07-20 00:00:00","2013-07-20 00:00:00","2013-08-05 00:00:00","2013-08-05 00:00:00",2013,
104,2013001419,"2013-07-19 00:00:00","2013-07-19 00:00:00","2013-08-01 00:00:00","2013-08-01 00:00:00",2013,
118,2013001418,"2013-07-18 00:00:00","2013-07-18 00:00:00","2013-07-30 00:00:00","2013-07-30 00:00:00",2013,
133,2013001457,"2013-07-19 00:00:00","2013-07-19 00:00:00","2013-08-04 00:00:00","2013-08-04 00:00:00",2013,
133,2013001458,"2013-07-18 00:00:00","2013-07-18 00:00:00","2013-08-01 00:00:00","2013-08-01 00:00:00",2013,
136,2013001455,"2013-07-22 00:00:00","2013-07-22 00:00:00","2013-08-10 00:00:00","2013-08-10 00:00:00",2013,
136,2013001456,"2013-07-20 00:00:00","2013-07-20 00:00:00","2013-08-07 00:00:00","2013-08-07 00:00:00",2013,
137,2013001452,"2013-07-26 00:00:00","2013-07-26 00:00:00","2013-08-06 00:00:00","2013-08-06 00:00:00",2013,
137,2013001453,"2013-07-19 00:00:00","2013-07-19 00:00:00","2013-07-31 00:00:00","2013-07-31 00:00:00",2013,
137,2013001454,"2013-07-19 00:00:00","2013-07-19 00:00:00","2013-07-31 00:00:00","2013-07-31 00:00:00",2013,
140,2013001451,"2013-07-25 00:00:00","2013-07-25 00:00:00","2013-08-05 00:00:00","2013-08-05 00:00:00",2013,
141,2013001449,"2013-07-23 00:00:00","2013-07-23 00:00:00","2013-08-07 00:00:00","2013-08-07 00:00:00",2013,
141,2013001450,"2013-07-20 00:00:00","2013-07-20 00:00:00","2013-08-01 00:00:00","2013-08-01 00:00:00",2013,
145,2013001448,"2013-07-17 00:00:00","2013-07-17 00:00:00","2013-07-26 00:00:00","2013-07-26 00:00:00",2013,
151,2013001594,"2013-07-20 00:00:00","2013-07-20 00:00:00","2013-08-01 00:00:00","2013-08-01 00:00:00",2013,
151,2013001595,"2013-07-22 00:00:00","2013-07-22 00:00:00","2013-08-05 00:00:00","2013-08-05 00:00:00",2013,
151,2013001596,"2013-07-27 00:00:00","2013-07-27 00:00:00","2013-08-11 00:00:00","2013-08-11 00:00:00",2013,Looks like today is the third day
152,2013001592,"2013-07-18 00:00:00","2013-07-18 00:00:00","2013-08-01 00:00:00","2013-08-01 00:00:00",2013,
152,2013001593,"2013-07-19 00:00:00","2013-07-19 00:00:00","2013-07-31 00:00:00","2013-07-31 00:00:00",2013,
154,2013001591,"2013-07-22 00:00:00","2013-07-22 00:00:00","2013-08-07 00:00:00","2013-08-07 00:00:00",2013,
157,2013001589,"2013-07-17 00:00:00","2013-07-17 00:00:00","2013-07-26 00:00:00","2013-07-26 00:00:00",2013,
157,2013001590,"2013-07-23 00:00:00","2013-07-23 00:00:00","2013-08-05 00:00:00","2013-08-05 00:00:00",2013,
159,2013001587,"2013-07-22 00:00:00","2013-07-22 00:00:00","2013-08-03 00:00:00","2013-08-03 00:00:00",2013,
159,2013001588,"2013-07-24 00:00:00","2013-07-24 00:00:00","2013-08-07 00:00:00","2013-08-07 00:00:00",2013,
160,2013001586,"2013-07-18 00:00:00","2013-07-18 00:00:00","2013-08-02 00:00:00","2013-08-02 00:00:00",2013,
162,2013001584,"2013-07-20 00:00:00","2013-07-20 00:00:00","2013-08-02 00:00:00","2013-08-02 00:00:00",2013,
162,2013001585,"2013-07-20 00:00:00","2013-07-20 00:00:00","2013-08-02 00:00:00","2013-08-02 00:00:00",2013,
163,2013001580,"2013-07-21 00:00:00","2013-07-21 00:00:00","2013-08-02 00:00:00","2013-08-02 00:00:00",2013,
163,2013001581,"2013-07-20 00:00:00","2013-07-20 00:00:00","2013-07-31 00:00:00","2013-07-31 00:00:00",2013,
163,2013001582,"2013-07-22 00:00:00","2013-07-22 00:00:00","2013-08-02 00:00:00","2013-08-02 00:00:00",2013,
163,2013001583,"2013-07-20 00:00:00","2013-07-20 00:00:00","2013-07-31 00:00:00","2013-07-31 00:00:00",2013,
167,2013001577,"2013-07-23 00:00:00","2013-07-23 00:00:00","2013-08-13 00:00:00","2013-08-13 00:00:00",2013,
167,2013001578,"2013-07-24 00:00:00","2013-07-24 00:00:00","2013-08-14 00:00:00","2013-08-14 00:00:00",2013,
167,2013001579,"2013-07-19 00:00:00","2013-07-19 00:00:00","2013-08-05 00:00:00","2013-08-05 00:00:00",2013,
174,2013000491,"2013-07-18 00:00:00","2013-07-18 00:00:00","2013-07-31 00:00:00","2013-07-31 00:00:00",2013,
174,2013000492,"2013-07-17 00:00:00","2013-07-17 00:00:00","2013-07-30 00:00:00","2013-07-30 00:00:00",2013,
183,2013000489,"2013-07-16 00:00:00","2013-07-16 00:00:00","2013-07-26 00:00:00","2013-07-26 00:00:00",2013,
183,2013000490,"2013-07-20 00:00:00","2013-07-20 00:00:00","2013-08-01 00:00:00","2013-08-01 00:00:00",2013,
190,2013000488,"2013-07-19 00:00:00","2013-07-19 00:00:00","2013-08-03 00:00:00","2013-08-03 00:00:00",2013,
203,2013000549,"2013-07-20 00:00:00","2013-07-20 00:00:00","2013-08-03 00:00:00","2013-08-03 00:00:00",2013,
203,2013000550,"2013-07-29 00:00:00","2013-07-29 00:00:00","2013-08-15 00:00:00","2013-08-15 00:00:00",2013,
204,2013000548,"2013-07-19 00:00:00","2013-07-19 00:00:00","2013-08-04 00:00:00","2013-08-04 00:00:00",2013,
205,2013000546,"2013-07-22 00:00:00","2013-07-22 00:00:00","2013-08-09 00:00:00","2013-08-09 00:00:00",2013,
205,2013000547,"2013-07-20 00:00:00","2013-07-20 00:00:00","2013-08-07 00:00:00","2013-08-07 00:00:00",2013,
222,2013000605,"2013-07-18 00:00:00","2013-07-18 00:00:00","2013-08-03 00:00:00","2013-08-03 00:00:00",2013,
223,2013000604,"2013-07-26 00:00:00","2013-07-26 00:00:00","2013-08-13 00:00:00","2013-08-13 00:00:00",2013,
224,2013000601,"2013-07-17 00:00:00","2013-07-17 00:00:00","2013-07-30 00:00:00","2013-07-30 00:00:00",2013,
224,2013000602,"2013-07-20 00:00:00","2013-07-20 00:00:00","2013-08-06 00:00:00","2013-08-06 00:00:00",2013,
224,2013000603,"2013-07-16 00:00:00","2013-07-16 00:00:00","2013-07-29 00:00:00","2013-07-29 00:00:00",2013,
225,2013000599,"2013-07-23 00:00:00","2013-07-23 00:00:00","2013-08-09 00:00:00","2013-08-09 00:00:00",2013,
225,2013000600,"2013-07-13 00:00:00","2013-07-13 00:00:00","2013-07-26 00:00:00","2013-07-26 00:00:00",2013,
226,2013000596,"2013-07-24 00:00:00","2013-07-24 00:00:00","2013-08-07 00:00:00","2013-08-07 00:00:00",2013,
226,2013000597,"2013-07-17 00:00:00","2013-07-17 00:00:00","2013-07-26 00:00:00","2013-07-26 00:00:00",2013,
226,2013000598,"2013-07-19 00:00:00","2013-07-19 00:00:00","2013-08-01 00:00:00","2013-08-01 00:00:00",2013,
229,2013000595,"2013-07-21 00:00:00","2013-07-21 00:00:00","2013-08-13 00:00:00","2013-08-13 00:00:00",2013,
232,2013000594,"2013-07-20 00:00:00","2013-07-20 00:00:00","2013-08-05 00:00:00","2013-08-05 00:00:00",2013,
238,2013000589,"2013-07-19 00:00:00","2013-07-19 00:00:00","2013-07-31 00:00:00","2013-07-31 00:00:00",2013,
238,2013000590,"2013-07-17 00:00:00","2013-07-17 00:00:00","2013-07-26 00:00:00","2013-07-26 00:00:00",2013,
238,2013000591,"2013-07-20 00:00:00","2013-07-20 00:00:00","2013-08-01 00:00:00","2013-08-01 00:00:00",2013,
238,2013000592,"2013-07-15 00:00:00","2013-07-15 00:00:00","2013-07-25 00:00:00","2013-07-25 00:00:00",2013,
238,2013000593,"2013-07-23 00:00:00","2013-07-23 00:00:00","2013-07-27 00:00:00","2013-07-27 00:00:00",2013,
252,2013000717,"2013-07-23 00:00:00","2013-07-23 00:00:00","2013-08-14 00:00:00","2013-08-14 00:00:00",2013,Not done;2 immatures on 813
254,2013000713,"2013-07-20 00:00:00","2013-07-20 00:00:00","2013-07-31 00:00:00","2013-07-31 00:00:00",2013,
254,2013000714,"2013-07-21 00:00:00","2013-07-21 00:00:00","2013-07-31 00:00:00","2013-07-31 00:00:00",2013,
254,2013000715,"2013-07-21 00:00:00","2013-07-21 00:00:00","2013-08-01 00:00:00","2013-08-01 00:00:00",2013,
254,2013000716,"2013-07-21 00:00:00","2013-07-21 00:00:00","2013-08-01 00:00:00","2013-08-01 00:00:00",2013,
256,2013000712,"2013-07-26 00:00:00","2013-07-26 00:00:00","2013-08-11 00:00:00","2013-08-11 00:00:00",2013,
262,2013000706,"2013-07-20 00:00:00","2013-07-20 00:00:00","2013-07-30 00:00:00","2013-07-30 00:00:00",2013,
262,2013000707,"2013-07-24 00:00:00","2013-07-24 00:00:00","2013-08-04 00:00:00","2013-08-04 00:00:00",2013,
262,2013000708,"2013-07-20 00:00:00","2013-07-20 00:00:00","2013-07-30 00:00:00","2013-07-30 00:00:00",2013,
262,2013000709,"2013-07-19 00:00:00","2013-07-19 00:00:00","2013-07-29 00:00:00","2013-07-29 00:00:00",2013,
262,2013000710,"2013-07-18 00:00:00","2013-07-18 00:00:00","2013-07-28 00:00:00","2013-07-28 00:00:00",2013,
262,2013000711,"2013-07-19 00:00:00","2013-07-19 00:00:00","2013-07-30 00:00:00","2013-07-30 00:00:00",2013,
269,2013000705,"2013-07-19 00:00:00","2013-07-19 00:00:00","2013-08-04 00:00:00","2013-08-04 00:00:00",2013,
271,2013000704,"2013-07-22 00:00:00","2013-07-22 00:00:00","2013-08-05 00:00:00","2013-08-05 00:00:00",2013,
276,2013000785,"2013-07-25 00:00:00","2013-07-25 00:00:00","2013-08-14 00:00:00","2013-08-14 00:00:00",2013,
276,2013000786,"2013-07-23 00:00:00","2013-07-23 00:00:00","2013-08-12 00:00:00","2013-08-12 00:00:00",2013,
276,2013000787,"2013-07-28 00:00:00","2013-07-28 00:00:00","2013-08-17 00:00:00","2013-08-17 00:00:00",2013,
277,2013000782,"2013-07-19 00:00:00","2013-07-19 00:00:00","2013-08-03 00:00:00","2013-08-03 00:00:00",2013,
277,2013000783,"2013-07-19 00:00:00","2013-07-19 00:00:00","2013-08-05 00:00:00","2013-08-05 00:00:00",2013,
277,2013000784,"2013-07-20 00:00:00","2013-07-20 00:00:00","2013-08-05 00:00:00","2013-08-05 00:00:00",2013,
278,2013000780,"2013-07-25 00:00:00","2013-07-25 00:00:00","2013-08-10 00:00:00","2013-08-10 00:00:00",2013,
278,2013000781,"2013-07-24 00:00:00","2013-07-24 00:00:00","2013-08-09 00:00:00","2013-08-09 00:00:00",2013,
279,2013000777,"2013-07-24 00:00:00","2013-07-24 00:00:00","2013-08-04 00:00:00","2013-08-04 00:00:00",2013,
279,2013000778,"2013-07-18 00:00:00","2013-07-18 00:00:00","2013-07-29 00:00:00","2013-07-29 00:00:00",2013,
279,2013000779,"2013-07-16 00:00:00","2013-07-16 00:00:00","2013-07-26 00:00:00","2013-07-26 00:00:00",2013,
285,2013000776,"2013-07-18 00:00:00","2013-07-18 00:00:00","2013-07-27 00:00:00","2013-07-27 00:00:00",2013,
300,2013000814,"2013-07-22 00:00:00","2013-07-22 00:00:00","2013-08-07 00:00:00","2013-08-07 00:00:00",2013,
300,2013000815,"2013-07-22 00:00:00","2013-07-22 00:00:00","2013-07-29 00:00:00","2013-07-29 00:00:00",2013,Prob done flwing;3fls total 7/30/13
303,2013000813,"2013-07-18 00:00:00","2013-07-18 00:00:00","2013-08-06 00:00:00","2013-08-06 00:00:00",2013,
323,2013000847,"2013-07-12 00:00:00","2013-07-12 00:00:00","2013-07-23 00:00:00","2013-07-23 00:00:00",2013,
323,2013000848,"2013-07-17 00:00:00","2013-07-17 00:00:00","2013-07-28 00:00:00","2013-07-28 00:00:00",2013,
326,2013000845,"2013-07-26 00:00:00","2013-07-26 00:00:00","2013-08-07 00:00:00","2013-08-07 00:00:00",2013,
326,2013000846,"2013-07-24 00:00:00","2013-07-24 00:00:00","2013-08-07 00:00:00","2013-08-07 00:00:00",2013,
348,2013000903,"2013-07-12 00:00:00","2013-07-12 00:00:00","2013-07-24 00:00:00","2013-07-24 00:00:00",2013,
348,2013000904,"2013-07-19 00:00:00","2013-07-19 00:00:00","2013-08-03 00:00:00","2013-08-03 00:00:00",2013,
348,2013000905,"2013-07-21 00:00:00","2013-07-21 00:00:00","2013-08-09 00:00:00","2013-08-09 00:00:00",2013,
350,2013000902,"2013-08-01 00:00:00","2013-08-01 00:00:00","2013-08-20 00:00:00","2013-08-20 00:00:00",2013,Weird styles
355,2013000899,"2013-07-27 00:00:00","2013-07-27 00:00:00","2013-08-13 00:00:00","2013-08-13 00:00:00",2013,
355,2013000900,"2013-07-26 00:00:00","2013-07-26 00:00:00","2013-08-11 00:00:00","2013-08-11 00:00:00",2013,
355,2013000901,"2013-07-29 00:00:00","2013-07-29 00:00:00","2013-08-18 00:00:00","2013-08-18 00:00:00",2013,1 imm 8/17/13
359,2013000894,"2013-07-18 00:00:00","2013-07-18 00:00:00","2013-07-30 00:00:00","2013-07-30 00:00:00",2013,
359,2013000895,"2013-07-18 00:00:00","2013-07-18 00:00:00","2013-08-04 00:00:00","2013-08-04 00:00:00",2013,1 immature left 8/3/13
359,2013000896,"2013-07-20 00:00:00","2013-07-20 00:00:00","2013-08-04 00:00:00","2013-08-04 00:00:00",2013,
359,2013000897,"2013-07-22 00:00:00","2013-07-22 00:00:00","2013-08-06 00:00:00","2013-08-06 00:00:00",2013,
359,2013000898,"2013-07-21 00:00:00","2013-07-21 00:00:00","2013-08-05 00:00:00","2013-08-05 00:00:00",2013,
361,2013000893,"2013-07-20 00:00:00","2013-07-20 00:00:00","2013-07-30 00:00:00","2013-07-30 00:00:00",2013,
368,2013000892,"2013-07-17 00:00:00","2013-07-17 00:00:00","2013-07-26 00:00:00","2013-07-26 00:00:00",2013,
372,2013001040,"2013-07-18 00:00:00","2013-07-18 00:00:00","2013-08-01 00:00:00","2013-08-01 00:00:00",2013,
372,2013001041,"2013-07-19 00:00:00","2013-07-19 00:00:00","2013-07-30 00:00:00","2013-07-30 00:00:00",2013,
372,2013001042,"2013-07-19 00:00:00","2013-07-19 00:00:00","2013-07-28 00:00:00","2013-07-28 00:00:00",2013,
372,2013001043,"2013-07-19 00:00:00","2013-07-19 00:00:00","2013-08-01 00:00:00","2013-08-01 00:00:00",2013,
386,2013001039,"2013-07-17 00:00:00","2013-07-17 00:00:00","2013-07-28 00:00:00","2013-07-28 00:00:00",2013,
392,2013001037,"2013-07-19 00:00:00","2013-07-19 00:00:00","2013-08-01 00:00:00","2013-08-01 00:00:00",2013,
392,2013001038,"2013-07-18 00:00:00","2013-07-18 00:00:00","2013-08-01 00:00:00","2013-08-01 00:00:00",2013,
401,2013001090,"2013-07-23 00:00:00","2013-07-23 00:00:00","2013-08-09 00:00:00","2013-08-09 00:00:00",2013,
403,2013001088,"2013-07-24 00:00:00","2013-07-24 00:00:00","2013-08-05 00:00:00","2013-08-05 00:00:00",2013,not big enough for qgen
403,2013001089,"2013-07-27 00:00:00","2013-07-27 00:00:00","2013-07-29 00:00:00","2013-07-29 00:00:00",2013,Not big enough for qgen;1flt total
404,2013001087,"2013-07-18 00:00:00","2013-07-18 00:00:00","2013-07-30 00:00:00","2013-07-30 00:00:00",2013,
406,2013001086,"2013-07-22 00:00:00","2013-07-22 00:00:00","2013-08-07 00:00:00","2013-08-07 00:00:00",2013,
422,2013001148,"2013-07-18 00:00:00","2013-07-18 00:00:00","2013-07-31 00:00:00","2013-07-31 00:00:00",2013,
422,2013001149,"2013-07-18 00:00:00","2013-07-18 00:00:00","2013-07-30 00:00:00","2013-07-30 00:00:00",2013,
422,2013001150,"2013-07-19 00:00:00","2013-07-19 00:00:00","2013-07-29 00:00:00","2013-07-29 00:00:00",2013,"This one still has immatures, indented head;imm not going to produce-check last day b4 728 7/30/13"
422,2013001151,"2013-07-27 00:00:00","2013-07-27 00:00:00","2013-08-11 00:00:00","2013-08-11 00:00:00",2013,
422,2013001152,"2013-07-19 00:00:00","2013-07-19 00:00:00","2013-07-30 00:00:00","2013-07-30 00:00:00",2013,
422,2013001153,"2013-07-17 00:00:00","2013-07-17 00:00:00","2013-07-28 00:00:00","2013-07-28 00:00:00",2013,
432,2013001147,"2013-07-28 00:00:00","2013-07-28 00:00:00","2013-08-09 00:00:00","2013-08-09 00:00:00",2013,
448,2013001267,"2013-07-24 00:00:00","2013-07-24 00:00:00","2013-08-13 00:00:00","2013-08-13 00:00:00",2013,
465,2013001266,"2013-07-20 00:00:00","2013-07-20 00:00:00","2013-08-05 00:00:00","2013-08-05 00:00:00",2013,
469,2013001263,"2013-07-20 00:00:00","2013-07-20 00:00:00","2013-08-01 00:00:00","2013-08-01 00:00:00",2013,
469,2013001264,"2013-07-16 00:00:00","2013-07-16 00:00:00","2013-07-24 00:00:00","2013-07-24 00:00:00",2013,
469,2013001265,"2013-07-19 00:00:00","2013-07-19 00:00:00","2013-08-01 00:00:00","2013-08-01 00:00:00",2013,
481,2013001318,"2013-07-22 00:00:00","2013-07-22 00:00:00","2013-08-15 00:00:00","2013-08-15 00:00:00",2013,
481,2013001319,"2013-07-18 00:00:00","2013-07-18 00:00:00","2013-07-23 00:00:00","2013-07-23 00:00:00",2013,Hd broken off and crisp
483,2013001317,"2013-07-22 00:00:00","2013-07-22 00:00:00","2013-08-05 00:00:00","2013-08-05 00:00:00",2013,
484,2013001316,"2013-07-17 00:00:00","2013-07-17 00:00:00","2013-07-24 00:00:00","2013-07-24 00:00:00",2013,
485,2013001315,"2013-07-18 00:00:00","2013-07-18 00:00:00","2013-07-31 00:00:00","2013-07-31 00:00:00",2013,
489,2013001314,"2013-07-26 00:00:00","2013-07-26 00:00:00","2013-08-12 00:00:00","2013-08-12 00:00:00",2013,
493,2013001311,"2013-07-18 00:00:00","2013-07-18 00:00:00","2013-07-30 00:00:00","2013-07-30 00:00:00",2013,
493,2013001312,"2013-07-19 00:00:00","2013-07-19 00:00:00","2013-07-30 00:00:00","2013-07-30 00:00:00",2013,
493,2013001313,"2013-07-17 00:00:00","2013-07-17 00:00:00","2013-07-27 00:00:00","2013-07-27 00:00:00",2013,
496,2013001310,"2013-07-13 00:00:00","2013-07-13 00:00:00","2013-07-21 00:00:00","2013-07-21 00:00:00",2013,
499,2013001374,"2013-07-08 00:00:00","2013-07-08 00:00:00","2013-07-18 00:00:00","2013-07-18 00:00:00",2013,
509,2013001373,"2013-07-16 00:00:00","2013-07-16 00:00:00","2013-07-28 00:00:00","2013-07-28 00:00:00",2013,
511,2013001372,"2013-07-27 00:00:00","2013-07-27 00:00:00","2013-08-11 00:00:00","2013-08-11 00:00:00",2013,
515,2013001369,"2013-07-22 00:00:00","2013-07-22 00:00:00","2013-08-11 00:00:00","2013-08-11 00:00:00",2013,
515,2013001370,"2013-07-20 00:00:00","2013-07-20 00:00:00","2013-08-06 00:00:00","2013-08-06 00:00:00",2013,
515,2013001371,"2013-07-20 00:00:00","2013-07-20 00:00:00","2013-08-04 00:00:00","2013-08-04 00:00:00",2013,
534,2013001400,"2013-07-30 00:00:00","2013-07-30 00:00:00","2013-08-15 00:00:00","2013-08-15 00:00:00",2013,
538,2013001393,"2013-07-19 00:00:00","2013-07-19 00:00:00","2013-08-05 00:00:00","2013-08-05 00:00:00",2013,
538,2013001394,"2013-07-20 00:00:00","2013-07-20 00:00:00","2013-08-04 00:00:00","2013-08-04 00:00:00",2013,
538,2013001395,"2013-07-18 00:00:00","2013-07-18 00:00:00","2013-08-01 00:00:00","2013-08-01 00:00:00",2013,
538,2013001396,"2013-07-16 00:00:00","2013-07-16 00:00:00","2013-07-28 00:00:00","2013-07-28 00:00:00",2013,
538,2013001397,"2013-07-11 00:00:00","2013-07-11 00:00:00","2013-07-23 00:00:00","2013-07-23 00:00:00",2013,
538,2013001398,"2013-07-19 00:00:00","2013-07-19 00:00:00","2013-08-05 00:00:00","2013-08-05 00:00:00",2013,
557,2013001493,"2013-07-27 00:00:00","2013-07-27 00:00:00","2013-08-12 00:00:00","2013-08-12 00:00:00",2013,
557,2013001494,"2013-07-26 00:00:00","2013-07-26 00:00:00","2013-08-10 00:00:00","2013-08-10 00:00:00",2013,
561,2013001490,"2013-07-20 00:00:00","2013-07-20 00:00:00","2013-08-01 00:00:00","2013-08-01 00:00:00",2013,
561,2013001491,"2013-07-22 00:00:00","2013-07-22 00:00:00","2013-08-06 00:00:00","2013-08-06 00:00:00",2013,
561,2013001492,"2013-07-26 00:00:00","2013-07-26 00:00:00","2013-08-15 00:00:00","2013-08-15 00:00:00",2013,
562,2013001489,"2013-07-29 00:00:00","2013-07-29 00:00:00","2013-08-15 00:00:00","2013-08-15 00:00:00",2013,
576,2013001526,"2013-07-23 00:00:00","2013-07-23 00:00:00","2013-08-09 00:00:00","2013-08-09 00:00:00",2013,
576,2013001527,"2013-07-21 00:00:00","2013-07-21 00:00:00","2013-08-07 00:00:00","2013-08-07 00:00:00",2013,
576,2013001528,"2013-07-22 00:00:00","2013-07-22 00:00:00","2013-08-07 00:00:00","2013-08-07 00:00:00",2013,
576,2013001529,"2013-07-22 00:00:00","2013-07-22 00:00:00","2013-08-07 00:00:00","2013-08-07 00:00:00",2013,
578,2013001525,"2013-07-20 00:00:00","2013-07-20 00:00:00","2013-08-04 00:00:00","2013-08-04 00:00:00",2013,
605,2013001563,"2013-07-16 00:00:00","2013-07-16 00:00:00","2013-07-24 00:00:00","2013-07-24 00:00:00",2013,
605,2013001564,"2013-07-20 00:00:00","2013-07-20 00:00:00","2013-08-03 00:00:00","2013-08-03 00:00:00",2013,
605,2013001565,"2013-07-17 00:00:00","2013-07-17 00:00:00","2013-07-27 00:00:00","2013-07-27 00:00:00",2013,need new bag
608,2013001561,"2013-07-14 00:00:00","2013-07-14 00:00:00","2013-07-26 00:00:00","2013-07-26 00:00:00",2013,
608,2013001562,"2013-07-27 00:00:00","2013-07-27 00:00:00","2013-08-09 00:00:00","2013-08-09 00:00:00",2013,
610,2013001557,"2013-07-23 00:00:00","2013-07-23 00:00:00","2013-08-06 00:00:00","2013-08-06 00:00:00",2013,
610,2013001558,"2013-07-26 00:00:00","2013-07-26 00:00:00","2013-08-12 00:00:00","2013-08-12 00:00:00",2013,
610,2013001559,"2013-07-14 00:00:00","2013-07-14 00:00:00","2013-07-25 00:00:00","2013-07-25 00:00:00",2013,
610,2013001560,"2013-07-21 00:00:00","2013-07-21 00:00:00","2013-08-06 00:00:00","2013-08-06 00:00:00",2013,
610,2013002423,"2013-07-20 00:00:00","2013-07-20 00:00:00","2013-07-29 00:00:00","2013-07-29 00:00:00",2013,
610,2013002425,"2013-07-21 00:00:00","2013-07-21 00:00:00","2013-07-21 00:00:00","2013-07-21 00:00:00",2013,1 style
613,2013001555,"2013-07-18 00:00:00","2013-07-18 00:00:00","2013-08-02 00:00:00","2013-08-02 00:00:00",2013,
613,2013001556,"2013-07-18 00:00:00","2013-07-18 00:00:00","2013-08-02 00:00:00","2013-08-02 00:00:00",2013,
618,2013001554,"2013-07-22 00:00:00","2013-07-22 00:00:00","2013-08-06 00:00:00","2013-08-06 00:00:00",2013,
634,2013001633,"2013-07-17 00:00:00","2013-07-17 00:00:00","2013-07-28 00:00:00","2013-07-28 00:00:00",2013,
634,2013001634,"2013-07-20 00:00:00","2013-07-20 00:00:00","2013-08-03 00:00:00","2013-08-03 00:00:00",2013,
634,2013001635,"2013-07-17 00:00:00","2013-07-17 00:00:00","2013-07-28 00:00:00","2013-07-28 00:00:00",2013,
634,2013001636,"2013-07-20 00:00:00","2013-07-20 00:00:00","2013-08-03 00:00:00","2013-08-03 00:00:00",2013,
